,department,department_name,division,gender,base_salary,overtime_pay,longevity_pay,pay_grade
1544,DGS,Department of General Services,Automation,M,98209.01,0.00,0.00,23
1545,DGS,Department of General Services,Building Design and Construction,M,126584.00,0.00,0.00,28
1546,DGS,Department of General Services,Fleet Management Services,M,69281.95,0.00,0.00,16
1547,DGS,Department of General Services,Facilities Maintenance,M,68575.00,890.20,0.00,15
1548,DGS,Department of General Services,Facilities Maintenance,M,78902.00,341.42,0.00,18
1549,DGS,Department of General Services,Facilities Maintenance,M,82691.00,3620.66,1431.60,19
1550,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,104680.00,4416.29,0.00,24
1551,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,95236.00,4361.23,0.00,22
1552,DGS,Department of General Services,Facilities Maintenance,M,68575.00,14317.20,0.00,15
1553,DGS,Department of General Services,Facilities,F,90848.00,5503.34,0.00,21
1554,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,3071.10,2576.88,19
1555,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1556,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,2576.88,19
1557,DGS,Department of General Services,Central Duplicating,M,71852.00,0.00,4544.64,16
1558,DGS,Department of General Services,Automation,M,139242.93,0.00,0.00,30
1559,DGS,Department of General Services,Fleet Management Services,M,109761.00,269.13,2280.96,25
1560,DGS,Department of General Services,Fleet Management Fleet Services,M,95236.00,66.84,0.00,22
1561,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,596.34,0.00,19
1562,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,298.17,0.00,19
1563,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,9796.88,2576.88,19
1564,DGS,Department of General Services,Facilities Maintenance,M,82691.00,1431.29,0.00,19
1565,DGS,Department of General Services,Facilities,M,166175.56,0.00,0.00,M3
1566,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1567,DGS,Department of General Services,Facilities Maintenance,F,49681.00,2657.05,1548.72,8
1568,DGS,Department of General Services,Facilities Maintenance,F,45837.50,1894.52,0.00,8
1569,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,0.00,2576.88,19
1570,DGS,Department of General Services,Facilities Maintenance,M,95236.00,16758.15,6024.24,22
1571,DGS,Department of General Services,Facilities Maintenance,M,68575.00,1961.15,2138.40,15
1572,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,122.85,2576.88,19
1573,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1574,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,7305.27,0.00,19
1575,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,0.00,0.00,19
1576,DGS,Department of General Services,Fleet Management Services,M,69974.74,8331.37,0.00,16
1577,DGS,Department of General Services,Fleet Management Services,M,69974.74,4776.57,0.00,16
1578,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,1192.68,0.00,19
1579,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,614.22,2576.88,19
1580,DGS,Department of General Services,Building Design and Construction,M,99852.00,0.00,0.00,23
1581,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,417.45,0.00,19
1582,DGS,Department of General Services,Fleet Management Fleet Services,M,95236.00,9878.19,0.00,22
1583,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,2385.36,0.00,19
1584,DGS,Department of General Services,Facilities Maintenance,F,49681.00,394.13,0.00,8
1585,DGS,Department of General Services,Facilities Maintenance,F,49681.00,0.00,1548.72,8
1586,DGS,Department of General Services,Facilities Maintenance,M,68575.00,11621.83,0.00,15
1587,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,0.00,0.00,19
1588,DGS,Department of General Services,Fleet Management Fleet Services,M,95236.00,15968.26,0.00,22
1589,DGS,Department of General Services,Central Duplicating,M,56967.00,0.00,3602.88,11
1590,DGS,Department of General Services,Facilities Maintenance,M,82691.00,276.41,1527.04,19
1591,DGS,Department of General Services,Fleet Management Services,M,82691.00,685.80,0.00,19
1592,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,2576.88,19
1593,DGS,Department of General Services,Fleet Management Administration,M,99852.00,0.00,0.00,23
1594,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,2576.88,19
1595,DGS,Department of General Services,Facilities Maintenance,M,78902.00,2446.78,0.00,18
1596,DGS,Department of General Services,Fleet Management Services,M,69281.95,5995.71,0.00,16
1597,DGS,Department of General Services,Fleet Management Fleet Services,M,104680.00,1113.52,0.00,24
1598,DGS,Department of General Services,Facilities Maintenance,M,49681.00,0.00,0.00,8
1599,DGS,Department of General Services,Facilities Maintenance,M,82691.00,10883.51,0.00,19
1600,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1601,DGS,Department of General Services,Facilities,M,71796.77,34666.44,2237.76,12
1602,DGS,Department of General Services,Fleet Management Fleet Services,M,80186.00,0.00,0.00,22
1603,DGS,Department of General Services,Fleet Management Services,M,71852.00,3989.99,0.00,16
1604,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,11946.74,2576.88,19
1605,DGS,Department of General Services,Fleet Management Fleet Services,M,104680.00,0.00,0.00,24
1606,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,5231.52,19
1607,DGS,Department of General Services,Fleet Management Fleet Services,M,95236.00,24030.29,0.00,22
1608,DGS,Department of General Services,Facilities Maintenance,F,49681.00,0.00,1548.72,8
1609,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,2576.88,19
1610,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,95236.00,858.53,0.00,22
1611,DGS,Department of General Services,Property Management,M,104680.00,32800.72,0.00,24
1612,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,614.22,2576.88,19
1613,DGS,Department of General Services,Central Duplicating,M,71852.00,3135.06,0.00,16
1614,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,78902.00,0.00,0.00,18
1615,DGS,Department of General Services,Building Design and Construction,M,99852.00,667.53,2214.82,23
1616,DGS,Department of General Services,Facilities Major Programs,M,86669.00,23751.09,1301.04,20
1617,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,119.27,0.00,19
1618,DGS,Department of General Services,Fleet Management Fleet Services,M,75290.00,894.82,2345.76,17
1619,DGS,Department of General Services,Fleet Management Services,M,71852.00,1704.15,4544.64,16
1620,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1621,DGS,Department of General Services,Facilities Maintenance,F,49681.00,3450.49,1548.72,8
1622,DGS,Department of General Services,Facilities,M,70476.80,1575.66,0.00,16
1623,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,685.85,0.00,19
1624,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,78902.00,879.13,2460.24,18
1625,DGS,Department of General Services,Fleet Management Services,M,69974.74,0.00,0.00,16
1626,DGS,Department of General Services,Fleet Management Services,M,69974.77,5140.45,0.00,16
1627,DGS,Department of General Services,Central Duplicating,M,64057.57,0.00,0.00,15
1628,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,2529.16,19
1629,DGS,Department of General Services,Facilities Maintenance,M,82691.00,7432.24,2576.88,19
1630,DGS,Department of General Services,Fleet Management Fleet Services,M,95236.00,1030.22,0.00,22
1631,DGS,Department of General Services,Facilities Maintenance,M,75290.00,24603.97,4136.16,17
1632,DGS,Department of General Services,Facilities Maintenance,M,95236.00,6225.31,2967.84,22
1633,DGS,Department of General Services,Facilities Maintenance,M,49681.00,1217.82,1548.01,8
1634,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1635,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1636,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,86243.07,1824.87,0.00,22
1637,DGS,Department of General Services,Facilities Maintenance,M,82691.00,8414.29,5231.52,19
1638,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,4555.08,5231.52,19
1639,DGS,Department of General Services,Facilities Maintenance,F,43562.99,1033.03,0.00,8
1640,DGS,Department of General Services,Fleet Management Fleet Services,M,104680.00,452.96,0.00,24
1641,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,72780.46,209.95,0.00,19
1642,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,10628.51,5231.52,19
1643,DGS,Department of General Services,Facilities Maintenance,M,68575.00,1879.27,0.00,15
1644,DGS,Department of General Services,Fleet Management Administration,M,90848.00,0.00,3617.60,21
1645,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,95236.00,961.56,0.00,22
1646,DGS,Department of General Services,Fleet Management Fleet Services,M,75290.00,955.62,0.00,17
1647,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1648,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1649,DGS,Department of General Services,Facilities Maintenance,M,100725.08,0.00,0.00,24
1650,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,5231.52,19
1651,DGS,Department of General Services,Facilities Maintenance,F,49681.00,1217.81,1548.72,8
1652,DGS,Department of General Services,Facilities Maintenance,M,68575.00,26940.84,4337.28,15
1653,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,596.34,0.00,19
1654,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,5693.85,5231.52,19
1655,DGS,Department of General Services,Facilities Maintenance,M,78902.00,15876.01,4991.76,18
1656,DGS,Department of General Services,Facilities Maintenance,M,59660.00,22731.11,3773.52,12
1657,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,2564.27,0.00,19
1658,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,4711.16,0.00,19
1659,DGS,Department of General Services,Facilities Maintenance,M,82691.00,3890.83,5231.52,19
1660,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,1192.68,0.00,19
1661,DGS,Department of General Services,Fleet Management Fleet Services,M,63026.38,347.86,0.00,17
1662,DGS,Department of General Services,Fleet Management Services,M,78902.00,0.00,4991.76,18
1663,DGS,Department of General Services,Facilities Maintenance,M,78902.00,711.30,0.00,18
1664,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,1228.44,2576.88,19
1665,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1666,DGS,Department of General Services,ADA Compliance,M,99852.00,0.00,3112.56,23
1667,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,1192.68,0.00,19
1668,DGS,Department of General Services,Fleet Management Services,M,71360.41,2521.67,0.00,16
1669,DGS,Department of General Services,Administration and Budget,F,109103.39,0.00,0.00,25
1670,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,1550.52,0.00,19
1671,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,2576.88,19
1672,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,78902.00,0.00,4991.76,18
1673,DGS,Department of General Services,Fleet Management Fleet Services,M,95236.00,807.84,0.00,22
1674,DGS,Department of General Services,Real Estate Office,F,109761.00,0.00,0.00,25
1675,DGS,Department of General Services,Central Duplicating,F,90848.00,2710.73,5745.60,21
1676,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1677,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,122.85,2576.88,19
1678,DGS,Department of General Services,Fleet Management Fleet Services,M,95236.00,3674.43,0.00,22
1679,DGS,Department of General Services,Facilities Maintenance,M,68575.00,964.41,0.00,15
1680,DGS,Department of General Services,Facilities Maintenance,M,78902.00,1081.16,0.00,18
1681,DGS,Department of General Services,Facilities Maintenance,M,82691.00,3041.37,0.00,19
1682,DGS,Department of General Services,Fleet Management Services,M,82691.00,14282.45,0.00,19
1683,DGS,Department of General Services,Facilities Maintenance,M,49681.00,0.00,0.00,8
1684,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1685,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,0.00,0.00,19
1686,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,0.00,2576.88,19
1687,DGS,Department of General Services,Facilities Maintenance,M,95236.00,2758.95,2967.84,22
1688,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1689,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,1569.81,0.00,19
1690,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,119.27,0.00,19
1691,DGS,Department of General Services,Property Management,M,104680.00,70847.95,0.00,24
1692,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1693,DGS,Department of General Services,Property Management,M,104680.00,6275.62,2175.12,24
1694,DGS,Department of General Services,Fleet Management Fleet Services,M,82691.00,0.00,0.00,19
1695,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691.00,178.91,0.00,19
1696,DGS,Department of General Services,Fleet Management Administration,M,90848.00,0.00,2831.76,21
1697,DGS,Department of General Services,Building Design and Construction,M,99852.00,288.04,0.00,23
1698,DGS,Department of General Services,Facilities Maintenance,M,49681.00,228.06,3142.80,8
1699,DGS,Department of General Services,Property Management,M,104680.00,53824.83,0.00,24
1700,DGS,Department of General Services,Facilities Maintenance,M,73459.24,5940.67,2249.28,17
1701,DGS,Department of General Services,Facilities Maintenance,M,75290.00,3882.37,0.00,17
1702,DGS,Department of General Services,Facilities Maintenance,M,49681.00,967.41,0.00,8
